X1,X2,X3,X4,X5,Trait
0.346785272055374,0.399462217839933,0.372800214879654,0.338507565459935,0.400256871120088,meanPFLW
0.340999498051989,0.380186536446908,0.395570165099834,0.343088144745186,0.386219535486574,meanPFLW
0.305814454261737,0.388023368887689,0.353961789667835,0.347460333135568,0.340886982545539,meanPFLW
0.369166822626437,0.455953681875272,0.321329831529921,0.323889096587544,0.37284894923706,meanPFLW
0.321027167046947,0.408410915789207,0.401980869536718,0.323994746217216,0.378548661690023,meanPFLW
0.3392960192446,0.358307477902332,0.340958072405732,0.388062651413593,0.35186142078413,meanPFLW
0.379282603878262,0.319494413597303,0.345580967947017,0.399812681286135,0.398295758473908,meanPFLW
0.397347742010576,0.282000589943095,0.354643154699201,0.415223033281796,0.334330912454421,meanPFLW
0.30049067178303,0.402451403352103,0.378425775802476,0.38620720095495,0.392913913131715,meanPFLW
0.332859024911401,0.334255981137074,0.368666136820247,0.363050991870538,0.38890117213033,meanPFLW
0.384274367148193,0.392886005741332,0.33078981794198,0.378843523263194,0.351829171735971,meanPFLW
0.3240441450212,0.348370036359389,0.388955105175578,0.383799692446976,0.327605697446573,meanPFLW
0.36761252487344,0.378157290483693,0.278115576765374,0.358792304333834,0.361480507968817,meanPFLW
0.393642900195889,0.298510022053102,0.406053162828644,0.336844482639372,0.407905740049552,meanPFLW
0.45938730924039,0.368147959599806,0.358328527265885,0.289496520604075,0.375481614900905,meanPFLW
0.325901621406313,0.296034831795462,0.316430296510037,0.332651605580338,0.452975486391528,meanPFLW
0.398274789628032,0.278835285504957,0.406857777156239,0.404097290572915,0.336382996559905,meanPFLW
0.358576417909715,0.342307003517808,0.375529480555637,0.363132546399715,0.36976862499948,meanPFLW
0.338213097592935,0.369018654953941,0.368986552599329,0.31644884337355,0.388869141465968,meanPFLW
0.390954009032076,0.320122507799303,0.394680324004057,0.357959812190259,0.33991777576117,meanPFLW
0.32377153081942,0.340995690638645,0.336924741425847,0.369911332973603,0.34971428329703,meanPFLW
0.316062332818432,0.38962264947956,0.342969336270131,0.348844935670167,0.401578507422809,meanPFLW
0.482377027701061,0.337903019180911,0.370549242181473,0.30012200397154,0.335330466266519,meanPFLW
0.364896415798524,0.321198596770452,0.348664203223588,0.390481822742079,0.410994526390963,meanPFLW
0.361698053857772,0.378790423833864,0.354629706419358,0.346649504494753,0.338696000252572,meanPFLW
0.366777932121438,0.330763303544195,0.404096945336316,0.382610796826326,0.359724305857584,meanPFLW
0.305619416720094,0.368583079281674,0.431274372630786,0.283519641607709,0.401153563815916,meanPFLW
