X1,X2,X3,X4,X5,Trait
0.764933225605756,0.708633793975677,0.708085066042958,0.731886479240835,0.757154849766426,meanPFLW
0.739940155160417,0.761211644727097,0.732382355508927,0.729154249134289,0.731227360905569,meanPFLW
0.729390647005698,0.733556976891264,0.757527605193849,0.763691278427936,0.709229681228098,meanPFLW
0.754413874953152,0.741743356758967,0.736182256779255,0.736417914254317,0.733995393856055,meanPFLW
0.740987312382412,0.759242663408097,0.757457046037249,0.678862933246529,0.755987355005026,meanPFLW
0.736593690707051,0.752232192548793,0.733949140872462,0.742411847326747,0.728209184502853,meanPFLW
0.713954226729351,0.743596131512827,0.760101541630224,0.715153509191413,0.74692222262256,meanPFLW
0.735378349777429,0.749267382741241,0.71757620909025,0.742709519047798,0.738386573310623,meanPFLW
0.725352772061061,0.765755461160845,0.723998227075382,0.738690834908023,0.742715434576687,meanPFLW
0.736259300700705,0.770686599973932,0.740448922224957,0.734532589096077,0.71641548065068,meanPFLW
0.736697924089886,0.737951234894587,0.705494834985691,0.778794701505696,0.720401608627066,meanPFLW
0.764915525031562,0.740968065218969,0.738106721872763,0.706108245032434,0.747733914650094,meanPFLW
0.761119535633304,0.708574315672631,0.739331388997396,0.723183131797166,0.777685225014115,meanPFLW
0.776528809353633,0.734298644435379,0.697751166618462,0.738268200806531,0.762371899828639,meanPFLW
0.733301692707615,0.746037237901526,0.736906302537376,0.72589583167663,0.749173066296335,meanPFLW
0.732124868684909,0.766625702454389,0.702655746388675,0.746899590509225,0.736758353056045,meanPFLW
0.739204182914675,0.771529508029993,0.728887159927307,0.694392684649005,0.757213215471305,meanPFLW
0.745593460796949,0.721253440029466,0.737570955600335,0.756539017206956,0.744069325688794,meanPFLW
0.763228586191159,0.759364581695112,0.741800347849387,0.723634928937756,0.696622598237279,meanPFLW
0.795814801094115,0.685610929240011,0.741805681648885,0.722397282177162,0.744635387259735,meanPFLW
0.760489034327139,0.73103718137561,0.73044381698887,0.730284557192986,0.739978975291171,meanPFLW
0.722213286387225,0.717418582025666,0.781841069173754,0.743629035787089,0.721398307013887,meanPFLW
0.708824897422368,0.772145896894827,0.768182375924884,0.757279225836597,0.691603965649806,meanPFLW
0.722068591293467,0.733004124661816,0.741425920439902,0.705201942044475,0.781634547170332,meanPFLW
0.702608930053894,0.791535009220725,0.72880061561875,0.710110698185965,0.734853591251122,meanPFLW
0.686654215045463,0.743534995045027,0.767862644808931,0.759999808895895,0.734579133295776,meanPFLW
0.749123453966989,0.733987049191024,0.739375718149816,0.75555718109503,0.719752595433833,meanPFLW
0.746749778697092,0.718103999781919,0.735701316728091,0.753281998237931,0.716108958538607,meanPFLW
0.739836485708099,0.728537436700728,0.722242955432179,0.722244192171658,0.779106448151106,meanPFLW
0.744824512319014,0.739349000304841,0.7332624152577,0.717384865129237,0.754878749899448,meanPFLW
0.713755177645023,0.726908603926521,0.739970651488285,0.768573057511095,0.732481265378678,meanPFLW
0.715897301402215,0.765586896671286,0.72562794930848,0.758061819030076,0.724110087880945,meanPFLW
0.739014618682669,0.749993755183776,0.753435073025272,0.695591833966017,0.729438754946465,meanPFLW
0.742042898739933,0.751080247449388,0.744534328396102,0.733586135749826,0.746736748393872,meanPFLW
0.709606146018768,0.731377764066762,0.786215145809418,0.730148009236008,0.731526436247186,meanPFLW
0.744438161880665,0.762594209322426,0.679792637641907,0.773554280146592,0.712372817944495,meanPFLW
0.716967644979427,0.748310368707776,0.746307559148716,0.765948759741531,0.734116608286949,meanPFLW
0.750174561765649,0.676872626424656,0.743592386690215,0.745222933827335,0.753691712558991,meanPFLW
0.731878602915857,0.735734134673598,0.740412353615079,0.746802481734948,0.727863239723075,meanPFLW
0.744953796586463,0.722592185770008,0.741361044703858,0.728136056724362,0.746060682325608,meanPFLW
0.766681865438698,0.72856484965176,0.747325998038644,0.720929139922713,0.71095133378667,meanPFLW
0.750995750085635,0.733076492864832,0.734900800877222,0.728619681226739,0.748348200383724,meanPFLW
0.742772303683201,0.784569472285573,0.72666913514648,0.708560424845444,0.727244179823542,meanPFLW
0.766673552346955,0.719506140537445,0.756857425862846,0.704350907335837,0.731063400705236,meanPFLW
0.751943084233799,0.755390944332432,0.752751052723106,0.686845329221994,0.728734616718162,meanPFLW
