X1,X2,X3,X4,X5,Trait
0.574596166415393,0.573516584444754,0.600564199387564,0.607364143430822,0.583999602852885,meanLPBL
0.535892706490752,0.602633558954123,0.582449623866256,0.562179109908504,0.635111302350376,meanLPBL
0.609873962455479,0.566286280302182,0.571785404796342,0.569488563884765,0.599701585722582,meanLPBL
0.573504833017657,0.581676426980985,0.594009695436081,0.552480811454342,0.643550615822933,meanLPBL
0.559528219768175,0.583805013268616,0.579876123546343,0.588154026872481,0.591273508777704,meanLPBL
0.544009776046147,0.596104234022873,0.526471407204823,0.63286372020588,0.590898064154423,meanLPBL
0.604858170541789,0.601412987590323,0.561404848008947,0.575869258242067,0.55941435899537,meanLPBL
0.560769406729627,0.633803893218536,0.578402941804234,0.546959193639275,0.561936702711846,meanLPBL
0.504089653117362,0.620488017544013,0.576523313230365,0.597321988072129,0.570019854202965,meanLPBL
0.588737698761008,0.53495035343181,0.581873898085069,0.527339938544939,0.603588747819694,meanLPBL
0.581644448312984,0.640165831886571,0.586342005362004,0.569997679723722,0.561624646622957,meanLPBL
0.610165732243243,0.56122608330739,0.586675962031615,0.555704468814882,0.604351703912452,meanLPBL
0.583966183185695,0.590115439146659,0.562474297620291,0.564994512498242,0.57656234491141,meanLPBL
0.584238969317322,0.576012542831025,0.648708218791988,0.53775189218953,0.551755572293866,meanLPBL
0.596244736376069,0.54259209695785,0.607644797084097,0.623984722502805,0.568591370926874,meanLPBL
0.600139926636804,0.575347280488439,0.584735569340257,0.61795711508333,0.569064686519223,meanLPBL
0.578167094101526,0.584211819032647,0.612972212407476,0.544841936210383,0.582659358046338,meanLPBL
0.648347380764104,0.598078599135758,0.564872672928156,0.575268732019309,0.536711012967401,meanLPBL
0.625614807170308,0.606511591124739,0.560955951991417,0.551906674926029,0.490915794886922,meanLPBL
0.586284691408138,0.58236702960043,0.533440744093826,0.548431947872753,0.596291946737787,meanLPBL
0.631006289845048,0.556535047459817,0.55342627294056,0.585129653210153,0.570761013093318,meanLPBL
0.635854508728056,0.510758808354271,0.627049232311143,0.586287855097735,0.56489852791979,meanLPBL
0.575943833054552,0.585379758431128,0.566604352457607,0.611356650031883,0.573311745037306,meanLPBL
0.580587321475653,0.574768580518919,0.586717608901532,0.572647222553743,0.637519504818376,meanLPBL
0.564003870836493,0.623893024562882,0.569796694501022,0.621034131533269,0.545879126422341,meanLPBL
0.57542870020409,0.5968068541376,0.585882851724533,0.605248577371591,0.567475748538055,meanLPBL
0.598663710017676,0.528265813803823,0.597543612822211,0.578425675680631,0.573941234801174,meanLPBL
0.589496905742953,0.576004348129377,0.593162492490437,0.570305670659125,0.611586563752186,meanLPBL
0.597420145559442,0.630543102766497,0.499421841686422,0.589935532007732,0.616572462529951,meanLPBL
0.570994233458402,0.556099401920083,0.551261086475469,0.57646340192622,0.657796705354574,meanLPBL
0.55143045030125,0.586059362336893,0.585263030909381,0.591617142806269,0.61494086959915,meanLPBL
0.592039605653983,0.581028506689599,0.546802395130396,0.606865679772806,0.58307279796864,meanLPBL
0.563673586494596,0.599320767428897,0.545337142640258,0.607563245145145,0.585319364563212,meanLPBL
